Set,RI1,RI2,RI3,RI4,RI5,RI6,RI7,RI8,RI9,RI10,RI11,RI12,RI13,RI14,RI15,RI16
190321S_LCA10_X_FP97BJ,carrier_mix,norm,unused,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97BK,carrier_mix,norm,unused,sc_0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97BL,carrier_mix,norm,unused,sc_m0,sc_u,sc_m0,sc_0,sc_m0,sc_m0,sc_u,sc_u,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97BM,carrier_mix,norm,unused,sc_u,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97BN,carrier_mix,norm,unused,sc_u,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97BO,carrier_mix,norm,unused,sc_m0,sc_u,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97BP,carrier_mix,norm,unused,sc_m0,sc_m0,sc_0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97_col19,u_10,u_10,u_10,u_10,u_10,m0_10,m0_10,m0_10,m0_10,m0_10,sc_0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97_col20,m0_10,m0_10,m0_10,m0_10,m0_10,u_10,u_10,u_10,u_10,u_10,sc_0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97_col21,u_100,u_100,u_100,u_100,u_100,m0_100,m0_100,m0_100,m0_100,m0_100,sc_0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97_col22,m0_100,m0_100,m0_100,m0_100,m0_100,u_100,u_100,u_100,u_100,u_100,sc_0,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97_col23_1,u_1000,u_1000,unused,u_1000,unused,m0_1000,unused,m0_1000,unused,m0_1000,unused,unused,unused,unused,unused,unused
190321S_LCA10_X_FP97_col24,sc_0,u_1,u_1,u_2,u_2,u_5,u_5,u_10,u_10,u_100,sc_0,unused,unused,unused,unused,unused
190914S_LCB3_X_16plex_Set_1,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u
190914S_LCB3_X_16plex_Set_2,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_0
190914S_LCB3_X_16plex_Set_3,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_4,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0
190914S_LCB3_X_16plex_Set_5,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0
190914S_LCB3_X_16plex_Set_6,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
190914S_LCB3_X_16plex_Set_7,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u
190914S_LCB3_X_16plex_Set_8,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_u,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_9,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_10,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_11,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0
190913S_LCB3_X_16plex_Set_12,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u
190914S_LCB3_X_16plex_Set_13,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
190914S_LCB3_X_16plex_Set_14,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_15,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_0,sc_m0
190914S_LCB3_X_16plex_Set_16,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_0
190913S_LCB3_X_16plex_Set_17_reinject2,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_18,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u
190914S_LCB3_X_16plex_Set_19,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
190914S_LCB3_X_16plex_Set_20,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_u,sc_m0,sc_0,sc_u,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_21,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_u,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_22,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
190914S_LCB3_X_16plex_Set_23,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
190914S_LCB3_X_16plex_Set_24,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_u
191025S_LCB7_X_AP16plex_Set_1,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_m0,sc_u,sc_m0,sc_m0
191025S_LCB7_X_AP16plex_Set_2,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191025S_LCB7_X_AP16plex_Set_3,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0
191025S_LCB7_X_AP16plex_Set_4,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191025S_LCB7_X_AP16plex_Set_5,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_0
191026S_LCB7_X_AP16plex_Set_6,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191026S_LCB7_X_AP16plex_Set_7,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0
191026S_LCB7_X_AP16plex_Set_8,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0
191026S_LCB7_X_AP16plex_Set_9,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
191026S_LCB7_X_AP16plex_Set_10,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u
191026S_LCB7_X_AP16plex_Set_11,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_u,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191026S_LCB7_X_AP16plex_Set_12,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_m0
191026S_LCB7_X_AP16plex_Set_13,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191026S_LCB7_X_AP16plex_Set_14,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0
191026S_LCB7_X_AP16plex_Set_15,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u
191026S_LCB7_X_AP16plex_Set_16,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191026S_LCB7_X_AP16plex_Set_17,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0
191026S_LCB7_X_AP16plex_Set_18,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_0,sc_m0
191107S_LCB7_X_APOCT16plex_Set_19,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_0
191107S_LCB7_X_APOCT16plex_Set_20,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0
191107S_LCB7_X_APOCT16plex_Set_21,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u
191025S_LCB7_X_AP16plex_Set_22_reinject,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
191025S_LCB7_X_AP16plex_Set_23,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_u,sc_m0,sc_0,sc_u,sc_m0,sc_m0
191025S_LCB7_X_AP16plex_Set_24,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_u,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191025S_LCB7_X_AP16plex_Set_25,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191108S_LCB7_X_APOCT16plex_Set_26,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0
191108S_LCB7_X_APOCT16plex_Set_27,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0
191108S_LCB7_X_APOCT16plex_Set_28,carrier_mix,reference,unused,unused,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u
191108S_LCB7_X_APOCT16plex_Set_29,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191108S_LCB7_X_APOCT16plex_Set_30,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_m0
191108S_LCB7_X_APOCT16plex_Set_31,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_u,sc_m0
191108S_LCB7_X_APOCT16plex_Set_32,carrier_mix,reference,unused,unused,sc_0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191104S_LCB7_X_AP_NOV16plex_Set_1,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_m0,sc_u,sc_m0,sc_m0
191104S_LCB7_X_APNOV16plex_Set_2,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191104S_LCB7_X_APNOV16plex_Set_3,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0
191104S_LCB7_X_APNOV16plex_Set_4,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191104S_LCB7_X_APNOV16plex_Set_5,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_0
191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191107S_LCB7_X_APNOV16plex_Set_7,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0
191107S_LCB7_X_APNOV16plex_Set_8,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0
191107S_LCB7_X_APNOV16plex_Set_9,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
10,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u
191107S_LCB7_X_APNOV16plex_Set_11,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_u,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191107S_LCB7_X_APNOV16plex_Set_12,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_m0
191107S_LCB7_X_APNOV16plex_Set_13,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191107S_LCB7_X_APNOV16plex_Set_14,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0
191107S_LCB7_X_APNOV16plex_Set_15,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u
191107S_LCB7_X_APNOV16plex_Set_16,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191107S_LCB7_X_APNOV16plex_Set_17,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0
18,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_0,sc_m0
19,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_0
191106S_LCB7_X_APNOV16plex_Set_20_fullcarr,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0
191107S_LCB7_X_APNOV16plex_Set_21,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u
191107S_LCB7_X_APNOV16plex_Set_22,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
191108S_LCB7_X_APNOV16plex_Set_23,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_u,sc_m0,sc_0,sc_u,sc_m0,sc_m0
191108S_LCB7_X_APNOV16plex_Set_24,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_u,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191108S_LCB7_X_APNOV16plex_Set_25,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191108S_LCB7_X_APNOV16plex_Set_26,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0
191108S_LCB7_X_APNOV16plex_Set_27,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0
191108S_LCB7_X_APNOV16plex_Set_28,carrier_mix,reference,unused,unused,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u
191108S_LCB7_X_APNOV16plex_Set_29,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191108S_LCB7_X_APNOV16plex_Set_30,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_m0
191108S_LCB7_X_APNOV16plex_Set_31,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_u,sc_m0
191108S_LCB7_X_APNOV16plex_Set_32,carrier_mix,reference,unused,unused,sc_0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_1,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_m0,sc_u,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_2,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_3,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_4,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191110S_LCB7_X_APNOV16plex2_Set_5,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_0
191110S_LCB7_X_APNOV16plex2_Set_6,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_7,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_8,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_9,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_10,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_u
191110S_LCB7_X_APNOV16plex2_Set_11,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_u,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_12,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_13,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_14,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_15,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u
191110S_LCB7_X_APNOV16plex2_Set_16,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_u,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191110S_LCB7_X_APNOV16plex2_Set_17,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_18,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_0,sc_m0,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_19,carrier_mix,reference,unused,unused,sc_0,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_0
191110S_LCB7_X_APNOV16plex2_Set_20,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_21,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u
191110S_LCB7_X_APNOV16plex2_Set_22,carrier_mix,reference,unused,unused,sc_u,sc_u,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_23,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_u,sc_u,sc_m0,sc_0,sc_u,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_24,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_0,sc_u,sc_m0,sc_u,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_25,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_m0,sc_u
191110S_LCB7_X_APNOV16plex2_Set_26,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_m0,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_27,carrier_mix,reference,unused,unused,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_28,carrier_mix,reference,unused,unused,sc_0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_m0,sc_u
191110S_LCB7_X_APNOV16plex2_Set_29,carrier_mix,reference,unused,unused,sc_m0,sc_u,sc_m0,sc_m0,sc_0,sc_u,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_30,carrier_mix,reference,unused,unused,sc_m0,sc_0,sc_m0,sc_0,sc_m0,sc_u,sc_m0,sc_m0,sc_u,sc_u,sc_m0,sc_m0
191110S_LCB7_X_APNOV16plex2_Set_31,carrier_mix,reference,unused,unused,sc_u,sc_m0,sc_m0,sc_m0,sc_m0,sc_m0,sc_u,sc_m0,sc_0,sc_u,sc_u,sc_m0
